id,page,chapter,verseNumber,verseText,chapterName
4321,488,42,49,لله ملك السموات والأرض يخلق ما يشاء يهب لمن يشاء إناثا ويهب لمن يشاء الذكور,الشورى
4322,488,42,50,أو يزوجهم ذكرانا وإناثا ويجعل من يشاء عقيما إنه عليم قدير,الشورى
4323,488,42,51,وما كان لبشر أن يكلمه الله إلا وحيا أو من وراء حجاب أو يرسل رسولا فيوحي بإذنه ما يشاء إنه علي حكيم,الشورى
4324,489,42,52,وكذلك أوحينا إليك روحا من أمرنا ما كنت تدري ما الكتاب ولا الإيمان ولكن جعلناه نورا نهدي به من نشاء من عبادنا وإنك لتهدي إلى صراط مستقيم,الشورى
4325,489,42,53,صراط الله الذي له ما في السموات وما في الأرض ألا إلى الله تصير الأمور,الشورى
4326,489,43,1,حم,الزخرف
4327,489,43,2,والكتاب المبين,الزخرف
4328,489,43,3,إنا جعلناه قرآنا عربيا لعلكم تعقلون,الزخرف
4329,489,43,4,وإنه في أم الكتاب لدينا لعلي حكيم,الزخرف
4330,489,43,5,أفنضرب عنكم الذكر صفحا أن كنتم قوما مسرفين,الزخرف
4331,489,43,6,وكم أرسلنا من نبي في الأولين,الزخرف
4332,489,43,7,وما يأتيهم من نبي إلا كانوا به يستهزئون,الزخرف
4333,489,43,8,فأهلكنا أشد منهم بطشا ومضى مثل الأولين,الزخرف
4334,489,43,9,ولئن سألتهم من خلق السموات والأرض ليقولن خلقهن العزيز العليم,الزخرف
4335,489,43,10,الذي جعل لكم الأرض مهدا وجعل لكم فيها سبلا لعلكم تهتدون,الزخرف
4336,490,43,11,والذي نزل من السماء ماء بقدر فأنشرنا به بلدة ميتا كذلك تخرجون,الزخرف
4337,490,43,12,والذي خلق الأزواج كلها وجعل لكم من الفلك والأنعام ما تركبون,الزخرف
4338,490,43,13,لتستووا على ظهوره ثم تذكروا نعمة ربكم إذا استويتم عليه وتقولوا سبحان الذي سخر لنا هذا وما كنا له مقرنين,الزخرف
4339,490,43,14,وإنا إلى ربنا لمنقلبون,الزخرف
4340,490,43,15,وجعلوا له من عباده جزءا إن الإنسان لكفور مبين,الزخرف
4341,490,43,16,أم اتخذ مما يخلق بنات وأصفاكم بالبنين,الزخرف
4342,490,43,17,وإذا بشر أحدهم بما ضرب للرحمن مثلا ظل وجهه مسودا وهو كظيم,الزخرف
4343,490,43,18,أو من ينشأ في الحلية وهو في الخصام غير مبين,الزخرف
4344,490,43,19,وجعلوا الملائكة الذين هم عباد الرحمن إناثا أشهدوا خلقهم ستكتب شهادتهم ويسألون,الزخرف
4345,490,43,20,وقالوا لو شاء الرحمن ما عبدناهم ما لهم بذلك من علم إن هم إلا يخرصون,الزخرف
4346,490,43,21,أم آتيناهم كتابا من قبله فهم به مستمسكون,الزخرف
4347,490,43,22,بل قالوا إنا وجدنا آباءنا على أمة وإنا على آثارهم مهتدون,الزخرف
4348,491,43,23,وكذلك ما أرسلنا من قبلك في قرية من نذير إلا قال مترفوها إنا وجدنا آباءنا على أمة وإنا على آثارهم مقتدون,الزخرف
4349,491,43,24,قال أو لو جئتكم بأهدى مما وجدتم عليه آباءكم قالوا إنا بما أرسلتم به كافرون,الزخرف
4350,491,43,25,فانتقمنا منهم فانظر كيف كان عاقبة المكذبين,الزخرف
4351,491,43,26,وإذ قال إبراهيم لأبيه وقومه إنني براء مما تعبدون,الزخرف
4352,491,43,27,إلا الذي فطرني فإنه سيهدين,الزخرف
4353,491,43,28,وجعلها كلمة باقية في عقبه لعلهم يرجعون,الزخرف
4354,491,43,29,بل متعت هؤلاء وآباءهم حتى جاءهم الحق ورسول مبين,الزخرف
4355,491,43,30,ولما جاءهم الحق قالوا هذا سحر وإنا به كافرون,الزخرف
4356,491,43,31,وقالوا لولا نزل هذا القرآن على رجل من القريتين عظيم,الزخرف
4357,491,43,32,أهم يقسمون رحمة ربك نحن قسمنا بينهم معيشتهم في الحياة الدنيا ورفعنا بعضهم فوق بعض درجات ليتخذ بعضهم بعضا سخريا ورحمة ربك خير مما يجمعون,الزخرف
4358,491,43,33,ولولا أن يكون الناس أمة واحدة لجعلنا لمن يكفر بالرحمن لبيوتهم سقفا من فضة ومعارج عليها يظهرون,الزخرف
4359,492,43,34,ولبيوتهم أبوابا وسررا عليها يتكئون,الزخرف
4360,492,43,35,وزخرفا وإن كل ذلك لما متاع الحياة الدنيا والآخرة عند ربك للمتقين,الزخرف
4361,492,43,36,ومن يعش عن ذكر الرحمن نقيض له شيطانا فهو له قرين,الزخرف
4362,492,43,37,وإنهم ليصدونهم عن السبيل ويحسبون أنهم مهتدون,الزخرف
4363,492,43,38,حتى إذا جاءنا قال ياليت بيني وبينك بعد المشرقين فبئس القرين,الزخرف
4364,492,43,39,ولن ينفعكم اليوم إذ ظلمتم أنكم في العذاب مشتركون,الزخرف
4365,492,43,40,أفأنت تسمع الصم أو تهدي العمي ومن كان في ضلال مبين,الزخرف
4366,492,43,41,فإما نذهبن بك فإنا منهم منتقمون,الزخرف
4367,492,43,42,أو نرينك الذي وعدناهم فإنا عليهم مقتدرون,الزخرف
4368,492,43,43,فاستمسك بالذي أوحي إليك إنك على صراط مستقيم,الزخرف
4369,492,43,44,وإنه لذكر لك ولقومك وسوف تسألون,الزخرف
4370,492,43,45,واسأل من أرسلنا من قبلك من رسلنا أجعلنا من دون الرحمن آلهة يعبدون,الزخرف
4371,492,43,46,ولقد أرسلنا موسى بآياتنا إلى فرعون وملئه فقال إني رسول رب العالمين,الزخرف
4372,492,43,47,فلما جاءهم بآياتنا إذا هم منها يضحكون,الزخرف
4373,493,43,48,وما نريهم من آية إلا هي أكبر من أختها وأخذناهم بالعذاب لعلهم يرجعون,الزخرف
4374,493,43,49,وقالوا ياأيها الساحر ادع لنا ربك بما عهد عندك إننا لمهتدون,الزخرف
4375,493,43,50,فلما كشفنا عنهم العذاب إذا هم ينكثون,الزخرف
4376,493,43,51,ونادى فرعون في قومه قال ياقوم أليس لي ملك مصر وهذه الأنهار تجري من تحتي أفلا تبصرون,الزخرف
4377,493,43,52,أم أنا خير من هذا الذي هو مهين ولا يكاد يبين,الزخرف
4378,493,43,53,فلولا ألقي عليه أسورة من ذهب أو جاء معه الملائكة مقترنين,الزخرف
4379,493,43,54,فاستخف قومه فأطاعوه إنهم كانوا قوما فاسقين,الزخرف
4380,493,43,55,فلما آسفونا انتقمنا منهم فأغرقناهم أجمعين,الزخرف
4381,493,43,56,فجعلناهم سلفا ومثلا للآخرين,الزخرف
4382,493,43,57,ولما ضرب ابن مريم مثلا إذا قومك منه يصدون,الزخرف
4383,493,43,58,وقالوا أآلهتنا خير أم هو ما ضربوه لك إلا جدلا بل هم قوم خصمون,الزخرف
4384,493,43,59,إن هو إلا عبد أنعمنا عليه وجعلناه مثلا لبني إسرائيل,الزخرف
4385,493,43,60,ولو نشاء لجعلنا منكم ملائكة في الأرض يخلفون,الزخرف
4386,494,43,61,وإنه لعلم للساعة فلا تمترن بها واتبعون هذا صراط مستقيم,الزخرف
4387,494,43,62,ولا يصدنكم الشيطان إنه لكم عدو مبين,الزخرف
4388,494,43,63,ولما جاء عيسى بالبينات قال قد جئتكم بالحكمة ولأبين لكم بعض الذي تختلفون فيه فاتقوا الله وأطيعون,الزخرف
4389,494,43,64,إن الله هو ربي وربكم فاعبدوه هذا صراط مستقيم,الزخرف
4390,494,43,65,فاختلف الأحزاب من بينهم فويل للذين ظلموا من عذاب يوم أليم,الزخرف
4391,494,43,66,هل ينظرون إلا الساعة أن تأتيهم بغتة وهم لا يشعرون,الزخرف
4392,494,43,67,الأخلاء يومئذ بعضهم لبعض عدو إلا المتقين,الزخرف
4393,494,43,68,ياعباد لا خوف عليكم اليوم ولا أنتم تحزنون,الزخرف
4394,494,43,69,الذين آمنوا بآياتنا وكانوا مسلمين,الزخرف
4395,494,43,70,ادخلوا الجنة أنتم وأزواجكم تحبرون,الزخرف
4396,494,43,71,يطاف عليهم بصحاف من ذهب وأكواب وفيها ما تشتهيه الأنفس وتلذ الأعين وأنتم فيها خالدون,الزخرف
4397,494,43,72,وتلك الجنة التي أورثتموها بما كنتم تعملون,الزخرف
4398,494,43,73,لكم فيها فاكهة كثيرة منها تأكلون,الزخرف
4399,495,43,74,إن المجرمين في عذاب جهنم خالدون,الزخرف
4400,495,43,75,لا يفتر عنهم وهم فيه مبلسون,الزخرف
4401,495,43,76,وما ظلمناهم ولكن كانوا هم الظالمين,الزخرف
4402,495,43,77,ونادوا يامالك ليقض علينا ربك قال إنكم ماكثون,الزخرف
4403,495,43,78,لقد جئناكم بالحق ولكن أكثركم للحق كارهون,الزخرف
4404,495,43,79,أم أبرموا أمرا فإنا مبرمون,الزخرف
4405,495,43,80,أم يحسبون أنا لا نسمع سرهم ونجواهم بلى ورسلنا لديهم يكتبون,الزخرف
4406,495,43,81,قل إن كان للرحمن ولد فأنا أول العابدين,الزخرف
4407,495,43,82,سبحان رب السموات والأرض رب العرش عما يصفون,الزخرف
4408,495,43,83,فذرهم يخوضوا ويلعبوا حتى يلاقوا يومهم الذي يوعدون,الزخرف
4409,495,43,84,وهو الذي في السماء إله وفي الأرض إله وهو الحكيم العليم,الزخرف
4410,495,43,85,وتبارك الذي له ملك السموات والأرض وما بينهما وعنده علم الساعة وإليه ترجعون,الزخرف
4411,495,43,86,ولا يملك الذين يدعون من دونه الشفاعة إلا من شهد بالحق وهم يعلمون,الزخرف
4412,495,43,87,ولئن سألتهم من خلقهم ليقولن الله فأنى يؤفكون,الزخرف
4413,495,43,88,وقيله يارب إن هؤلاء قوم لا يؤمنون,الزخرف
4414,495,43,89,فاصفح عنهم وقل سلام فسوف يعلمون,الزخرف
4415,496,44,1,حم,الدخان
4416,496,44,2,والكتاب المبين,الدخان
4417,496,44,3,إنا أنزلناه في ليلة مباركة إنا كنا منذرين,الدخان
4418,496,44,4,فيها يفرق كل أمر حكيم,الدخان
4419,496,44,5,أمرا من عندنا إنا كنا مرسلين,الدخان
4420,496,44,6,رحمة من ربك إنه هو السميع العليم,الدخان
4421,496,44,7,رب السموات والأرض وما بينهما إن كنتم موقنين,الدخان
4422,496,44,8,لا إله إلا هو يحيي ويميت ربكم ورب آبائكم الأولين,الدخان
4423,496,44,9,بل هم في شك يلعبون,الدخان
4424,496,44,10,فارتقب يوم تأتي السماء بدخان مبين,الدخان
4425,496,44,11,يغشى الناس هذا عذاب أليم,الدخان
4426,496,44,12,ربنا اكشف عنا العذاب إنا مؤمنون,الدخان
4427,496,44,13,أنى لهم الذكرى وقد جاءهم رسول مبين,الدخان
4428,496,44,14,ثم تولوا عنه وقالوا معلم مجنون,الدخان
4429,496,44,15,إنا كاشفوا العذاب قليلا إنكم عائدون,الدخان
4430,496,44,16,يوم نبطش البطشة الكبرى إنا منتقمون,الدخان
4431,496,44,17,ولقد فتنا قبلهم قوم فرعون وجاءهم رسول كريم,الدخان
4432,496,44,18,أن أدوا إلي عباد الله إني لكم رسول أمين,الدخان
4433,497,44,19,وأن لا تعلوا على الله إني آتيكم بسلطان مبين,الدخان
4434,497,44,20,وإني عذت بربي وربكم أن ترجمون,الدخان
4435,497,44,21,وإن لم تؤمنوا لي فاعتزلون,الدخان
4436,497,44,22,فدعا ربه أن هؤلاء قوم مجرمون,الدخان
4437,497,44,23,فأسر بعبادي ليلا إنكم متبعون,الدخان
4438,497,44,24,واترك البحر رهوا إنهم جند مغرقون,الدخان
4439,497,44,25,كم تركوا من جنات وعيون,الدخان
4440,497,44,26,وزروع ومقام كريم,الدخان
4441,497,44,27,ونعمة كانوا فيها فاكهين,الدخان
4442,497,44,28,كذلك وأورثناها قوما آخرين,الدخان
4443,497,44,29,فما بكت عليهم السماء والأرض وما كانوا منظرين,الدخان
4444,497,44,30,ولقد نجينا بني إسرائيل من العذاب المهين,الدخان
4445,497,44,31,من فرعون إنه كان عاليا من المسرفين,الدخان
4446,497,44,32,ولقد اخترناهم على علم على العالمين,الدخان
4447,497,44,33,وآتيناهم من الآيات ما فيه بلاء مبين,الدخان
4448,497,44,34,إن هؤلاء ليقولون,الدخان
4449,497,44,35,إن هي إلا موتتنا الأولى وما نحن بمنشرين,الدخان
4450,497,44,36,فأتوا بآبائنا إن كنتم صادقين,الدخان
4451,497,44,37,أهم خير أم قوم تبع والذين من قبلهم أهلكناهم إنهم كانوا مجرمين,الدخان
4452,497,44,38,وما خلقنا السموات والأرض وما بينهما لاعبين,الدخان
4453,497,44,39,ما خلقناهما إلا بالحق ولكن أكثرهم لا يعلمون,الدخان
4454,498,44,40,إن يوم الفصل ميقاتهم أجمعين,الدخان
4455,498,44,41,يوم لا يغني مولى عن مولى شيئا ولا هم ينصرون,الدخان
4456,498,44,42,إلا من رحم الله إنه هو العزيز الرحيم,الدخان
4457,498,44,43,إن شجرة الزقوم,الدخان
4458,498,44,44,طعام الأثيم,الدخان
4459,498,44,45,كالمهل يغلي في البطون,الدخان
4460,498,44,46,كغلي الحميم,الدخان
4461,498,44,47,خذوه فاعتلوه إلى سواء الجحيم,الدخان
4462,498,44,48,ثم صبوا فوق رأسه من عذاب الحميم,الدخان
4463,498,44,49,ذق إنك أنت العزيز الكريم,الدخان
4464,498,44,50,إن هذا ما كنتم به تمترون,الدخان
4465,498,44,51,إن المتقين في مقام أمين,الدخان
4466,498,44,52,في جنات وعيون,الدخان
4467,498,44,53,يلبسون من سندس وإستبرق متقابلين,الدخان
4468,498,44,54,كذلك وزوجناهم بحور عين,الدخان
4469,498,44,55,يدعون فيها بكل فاكهة آمنين,الدخان
4470,498,44,56,لا يذوقون فيها الموت إلا الموتة الأولى ووقاهم عذاب الجحيم,الدخان
4471,498,44,57,فضلا من ربك ذلك هو الفوز العظيم,الدخان
4472,498,44,58,فإنما يسرناه بلسانك لعلهم يتذكرون,الدخان
4473,498,44,59,فارتقب إنهم مرتقبون,الدخان
4474,499,45,1,حم,الجاثية
4475,499,45,2,تنزيل الكتاب من الله العزيز الحكيم,الجاثية
4476,499,45,3,إن في السموات والأرض لآيات للمؤمنين,الجاثية
4477,499,45,4,وفي خلقكم وما يبث من دابة آيات لقوم يوقنون,الجاثية
4478,499,45,5,واختلاف الليل والنهار وما أنزل الله من السماء من رزق فأحيا به الأرض بعد موتها وتصريف الرياح آيات لقوم يعقلون,الجاثية
4479,499,45,6,تلك آيات الله نتلوها عليك بالحق فبأي حديث بعد الله وآياته يؤمنون,الجاثية
4480,499,45,7,ويل لكل أفاك أثيم,الجاثية
4481,499,45,8,يسمع آيات الله تتلى عليه ثم يصر مستكبرا كأن لم يسمعها فبشره بعذاب أليم,الجاثية
4482,499,45,9,وإذا علم من آياتنا شيئا اتخذها هزوا أولئك لهم عذاب مهين,الجاثية
4483,499,45,10,من ورائهم جهنم ولا يغني عنهم ما كسبوا شيئا ولا ما اتخذوا من دون الله أولياء ولهم عذاب عظيم,الجاثية
4484,499,45,11,هذا هدى والذين كفروا بآيات ربهم لهم عذاب من رجز أليم,الجاثية
4485,499,45,12,الله الذي سخر لكم البحر لتجري الفلك فيه بأمره ولتبتغوا من فضله ولعلكم تشكرون,الجاثية
4486,499,45,13,وسخر لكم ما في السموات وما في الأرض جميعا منه إن في ذلك لآيات لقوم يتفكرون,الجاثية
4487,500,45,14,قل للذين آمنوا يغفروا للذين لا يرجون أيام الله ليجزي قوما بما كانوا يكسبون,الجاثية
4488,500,45,15,من عمل صالحا فلنفسه ومن أساء فعليها ثم إلى ربكم ترجعون,الجاثية
4489,500,45,16,ولقد آتينا بني إسرائيل الكتاب والحكم والنبوة ورزقناهم من الطيبات وفضلناهم على العالمين,الجاثية
4490,500,45,17,وآتيناهم بينات من الأمر فما اختلفوا إلا من بعد ما جاءهم العلم بغيا بينهم إن ربك يقضي بينهم يوم القيامة فيما كانوا فيه يختلفون,الجاثية
4491,500,45,18,ثم جعلناك على شريعة من الأمر فاتبعها ولا تتبع أهواء الذين لا يعلمون,الجاثية
4492,500,45,19,إنهم لن يغنوا عنك من الله شيئا وإن الظالمين بعضهم أولياء بعض والله ولي المتقين,الجاثية
4493,500,45,20,هذا بصائر للناس وهدى ورحمة لقوم يوقنون,الجاثية
4494,500,45,21,أم حسب الذين اجترحوا السيئات أن نجعلهم كالذين آمنوا وعملوا الصالحات سواء محياهم ومماتهم ساء ما يحكمون,الجاثية
4495,500,45,22,وخلق الله السموات والأرض بالحق ولتجزى كل نفس بما كسبت وهم لا يظلمون,الجاثية
4496,501,45,23,أفرأيت من اتخذ إلهه هواه وأضله الله على علم وختم على سمعه وقلبه وجعل على بصره غشاوة فمن يهديه من بعد الله أفلا تذكرون,الجاثية
4497,501,45,24,وقالوا ما هي إلا حياتنا الدنيا نموت ونحيا وما يهلكنا إلا الدهر وما لهم بذلك من علم إن هم إلا يظنون,الجاثية
4498,501,45,25,وإذا تتلى عليهم آياتنا بينات ما كان حجتهم إلا أن قالوا ائتوا بآبائنا إن كنتم صادقين,الجاثية
4499,501,45,26,قل الله يحييكم ثم يميتكم ثم يجمعكم إلى يوم القيامة لا ريب فيه ولكن أكثر الناس لا يعلمون,الجاثية
4500,501,45,27,ولله ملك السموات والأرض ويوم تقوم الساعة يومئذ يخسر المبطلون,الجاثية
4501,501,45,28,وترى كل أمة جاثية كل أمة تدعى إلى كتابها اليوم تجزون ما كنتم تعملون,الجاثية
4502,501,45,29,هذا كتابنا ينطق عليكم بالحق إنا كنا نستنسخ ما كنتم تعملون,الجاثية
4503,501,45,30,فأما الذين آمنوا وعملوا الصالحات فيدخلهم ربهم في رحمته ذلك هو الفوز المبين,الجاثية
4504,501,45,31,وأما الذين كفروا أفلم تكن آياتي تتلى عليكم فاستكبرتم وكنتم قوما مجرمين,الجاثية
4505,501,45,32,وإذا قيل إن وعد الله حق والساعة لا ريب فيها قلتم ما ندري ما الساعة إن نظن إلا ظنا وما نحن بمستيقنين,الجاثية
4506,502,45,33,وبدا لهم سيئات ما عملوا وحاق بهم ما كانوا به يستهزئون,الجاثية
4507,502,45,34,وقيل اليوم ننساكم كما نسيتم لقاء يومكم هذا ومأواكم النار وما لكم من ناصرين,الجاثية
4508,502,45,35,ذلكم بأنكم اتخذتم آيات الله هزوا وغرتكم الحياة الدنيا فاليوم لا يخرجون منها ولا هم يستعتبون,الجاثية
4509,502,45,36,فلله الحمد رب السموات ورب الأرض رب العالمين,الجاثية
4510,502,45,37,وله الكبرياء في السموات والأرض وهو العزيز الحكيم,الجاثية
4511,502,46,1,حم,الأحقاف
4512,502,46,2,تنزيل الكتاب من الله العزيز الحكيم,الأحقاف
4513,502,46,3,ما خلقنا السموات والأرض وما بينهما إلا بالحق وأجل مسمى والذين كفروا عما أنذروا معرضون,الأحقاف
4514,502,46,4,قل أرأيتم ما تدعون من دون الله أروني ماذا خلقوا من الأرض أم لهم شرك في السموات ائتوني بكتاب من قبل هذا أو أثارة من علم إن كنتم صادقين,الأحقاف
4515,502,46,5,ومن أضل ممن يدعو من دون الله من لا يستجيب له إلى يوم القيامة وهم عن دعائهم غافلون,الأحقاف
4516,503,46,6,وإذا حشر الناس كانوا لهم أعداء وكانوا بعبادتهم كافرين,الأحقاف
4517,503,46,7,وإذا تتلى عليهم آياتنا بينات قال الذين كفروا للحق لما جاءهم هذا سحر مبين,الأحقاف
4518,503,46,8,أم يقولون افتراه قل إن افتريته فلا تملكون لي من الله شيئا هو أعلم بما تفيضون فيه كفى به شهيدا بيني وبينكم وهو الغفور الرحيم,الأحقاف
4519,503,46,9,قل ما كنت بدعا من الرسل وما أدري ما يفعل بي ولا بكم إن أتبع إلا ما يوحى إلي وما أنا إلا نذير مبين,الأحقاف
4520,503,46,10,قل أرأيتم إن كان من عند الله وكفرتم به وشهد شاهد من بني إسرائيل على مثله فآمن واستكبرتم إن الله لا يهدي القوم الظالمين,الأحقاف
4521,503,46,11,وقال الذين كفروا للذين آمنوا لو كان خيرا ما سبقونا إليه وإذ لم يهتدوا به فسيقولون هذا إفك قديم,الأحقاف
4522,503,46,12,ومن قبله كتاب موسى إماما ورحمة وهذا كتاب مصدق لسانا عربيا لينذر الذين ظلموا وبشرى للمحسنين,الأحقاف
4523,503,46,13,إن الذين قالوا ربنا الله ثم استقاموا فلا خوف عليهم ولا هم يحزنون,الأحقاف
4524,503,46,14,أولئك أصحاب الجنة خالدين فيها جزاء بما كانوا يعملون,الأحقاف
4525,504,46,15,ووصينا الإنسان بوالديه إحسانا حملته أمه كرها ووضعته كرها وحمله وفصاله ثلاثون شهرا حتى إذا بلغ أشده وبلغ أربعين سنة قال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأصلح لي في ذريتي إني تبت إليك وإني من المسلمين,الأحقاف
4526,504,46,16,أولئك الذين نتقبل عنهم أحسن ما عملوا ونتجاوز عن سيئاتهم في أصحاب الجنة وعد الصدق الذي كانوا يوعدون,الأحقاف
4527,504,46,17,والذي قال لوالديه أف لكما أتعدانني أن أخرج وقد خلت القرون من قبلي وهما يستغيثان الله ويلك آمن إن وعد الله حق فيقول ما هذا إلا أساطير الأولين,الأحقاف
4528,504,46,18,أولئك الذين حق عليهم القول في أمم قد خلت من قبلهم من الجن والإنس إنهم كانوا خاسرين,الأحقاف
4529,504,46,19,ولكل درجات مما عملوا وليوفيهم أعمالهم وهم لا يظلمون,الأحقاف
4530,504,46,20,ويوم يعرض الذين كفروا على النار أذهبتم طيباتكم في حياتكم الدنيا واستمتعتم بها فاليوم تجزون عذاب الهون بما كنتم تستكبرون في الأرض بغير الحق وبما كنتم تفسقون,الأحقاف
4531,505,46,21,واذكر أخا عاد إذ أنذر قومه بالأحقاف وقد خلت النذر من بين يديه ومن خلفه ألا تعبدوا إلا الله إني أخاف عليكم عذاب يوم عظيم,الأحقاف
4532,505,46,22,قالوا أجئتنا لتأفكنا عن آلهتنا فأتنا بما تعدنا إن كنت من الصادقين,الأحقاف
4533,505,46,23,قال إنما العلم عند الله وأبلغكم ما أرسلت به ولكني أراكم قوما تجهلون,الأحقاف
4534,505,46,24,فلما رأوه عارضا مستقبل أوديتهم قالوا هذا عارض ممطرنا بل هو ما استعجلتم به ريح فيها عذاب أليم,الأحقاف
4535,505,46,25,تدمر كل شيء بأمر ربها فأصبحوا لا يرى إلا مساكنهم كذلك نجزي القوم المجرمين,الأحقاف
4536,505,46,26,ولقد مكناهم فيما إن مكناكم فيه وجعلنا لهم سمعا وأبصارا وأفئدة فما أغنى عنهم سمعهم ولا أبصارهم ولا أفئدتهم من شيء إذ كانوا يجحدون بآيات الله وحاق بهم ما كانوا به يستهزئون,الأحقاف
4537,505,46,27,ولقد أهلكنا ما حولكم من القرى وصرفنا الآيات لعلهم يرجعون,الأحقاف
4538,505,46,28,فلولا نصرهم الذين اتخذوا من دون الله قربانا آلهة بل ضلوا عنهم وذلك إفكهم وما كانوا يفترون,الأحقاف
4539,506,46,29,وإذ صرفنا إليك نفرا من الجن يستمعون القرآن فلما حضروه قالوا أنصتوا فلما قضي ولوا إلى قومهم منذرين,الأحقاف
4540,506,46,30,قالوا ياقومنا إنا سمعنا كتابا أنزل من بعد موسى مصدقا لما بين يديه يهدي إلى الحق وإلى طريق مستقيم,الأحقاف
4541,506,46,31,ياقومنا أجيبوا داعي الله وآمنوا به يغفر لكم من ذنوبكم ويجركم من عذاب أليم,الأحقاف
4542,506,46,32,ومن لا يجب داعي الله فليس بمعجز في الأرض وليس له من دونه أولياء أولئك في ضلال مبين,الأحقاف
4543,506,46,33,أو لم يروا أن الله الذي خلق السموات والأرض ولم يعي بخلقهن بقادر على أن يحيي الموتى بلى إنه على كل شيء قدير,الأحقاف
4544,506,46,34,ويوم يعرض الذين كفروا على النار أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,الأحقاف
4545,506,46,35,فاصبر كما صبر أولو العزم من الرسل ولا تستعجل لهم كأنهم يوم يرون ما يوعدون لم يلبثوا إلا ساعة من نهار بلاغ فهل يهلك إلا القوم الفاسقون,الأحقاف
4546,507,47,1,الذين كفروا وصدوا عن سبيل الله أضل أعمالهم,محمد
4547,507,47,2,والذين آمنوا وعملوا الصالحات وآمنوا بما نزل على محمد وهو الحق من ربهم كفر عنهم سيئاتهم وأصلح بالهم,محمد
4548,507,47,3,ذلك بأن الذين كفروا اتبعوا الباطل وأن الذين آمنوا اتبعوا الحق من ربهم كذلك يضرب الله للناس أمثالهم,محمد
4549,507,47,4,فإذا لقيتم الذين كفروا فضرب الرقاب حتى إذا أثخنتموهم فشدوا الوثاق فإما منا بعد وإما فداء حتى تضع الحرب أوزارها ذلك ولو يشاء الله لانتصر منهم ولكن ليبلو بعضكم ببعض والذين قتلوا في سبيل الله فلن يضل أعمالهم,محمد
4550,507,47,5,سيهديهم ويصلح بالهم,محمد
4551,507,47,6,ويدخلهم الجنة عرفها لهم,محمد
4552,507,47,7,ياأيها الذين آمنوا إن تنصروا الله ينصركم ويثبت أقدامكم,محمد
4553,507,47,8,والذين كفروا فتعسا لهم وأضل أعمالهم,محمد
4554,507,47,9,ذلك بأنهم كرهوا ما أنزل الله فأحبط أعمالهم,محمد
4555,507,47,10,أفلم يسيروا في الأرض فينظروا كيف كان عاقبة الذين من قبلهم دمر الله عليهم وللكافرين أمثالها,محمد
4556,507,47,11,ذلك بأن الله مولى الذين آمنوا وأن الكافرين لا مولى لهم,محمد
4557,508,47,12,إن الله يدخل الذين آمنوا وعملوا الصالحات جنات تجري من تحتها الأنهار والذين كفروا يتمتعون ويأكلون كما تأكل الأنعام والنار مثوى لهم,محمد
4558,508,47,13,وكأين من قرية هي أشد قوة من قريتك التي أخرجتك أهلكناهم فلا ناصر لهم,محمد
4559,508,47,14,أفمن كان على بينة من ربه كمن زين له سوء عمله واتبعوا أهواءهم,محمد
4560,508,47,15,مثل الجنة التي وعد المتقون فيها أنهار من ماء غير آسن وأنهار من لبن لم يتغير طعمه وأنهار من خمر لذة للشاربين وأنهار من عسل مصفى ولهم فيها من كل الثمرات ومغفرة من ربهم كمن هو خالد في النار وسقوا ماء حميما فقطع أمعاءهم,محمد
4561,508,47,16,ومنهم من يستمع إليك حتى إذا خرجوا من عندك قالوا للذين أوتوا العلم ماذا قال آنفا أولئك الذين طبع الله على قلوبهم واتبعوا أهواءهم,محمد
4562,508,47,17,والذين اهتدوا زادهم هدى وآتاهم تقواهم,محمد
4563,508,47,18,فهل ينظرون إلا الساعة أن تأتيهم بغتة فقد جاء أشراطها فأنى لهم إذا جاءتهم ذكراهم,محمد
4564,508,47,19,فاعلم أنه لا إله إلا الله واستغفر لذنبك وللمؤمنين والمؤمنات والله يعلم متقلبكم ومثواكم,محمد
4565,509,47,20,ويقول الذين آمنوا لولا نزلت سورة فإذا أنزلت سورة محكمة وذكر فيها القتال رأيت الذين في قلوبهم مرض ينظرون إليك نظر المغشي عليه من الموت فأولى لهم,محمد
4566,509,47,21,طاعة وقول معروف فإذا عزم الأمر فلو صدقوا الله لكان خيرا لهم,محمد
4567,509,47,22,فهل عسيتم إن توليتم أن تفسدوا في الأرض وتقطعوا أرحامكم,محمد
4568,509,47,23,أولئك الذين لعنهم الله فأصمهم وأعمى أبصارهم,محمد
4569,509,47,24,أفلا يتدبرون القرآن أم على قلوب أقفالها,محمد
4570,509,47,25,إن الذين ارتدوا على أدبارهم من بعد ما تبين لهم الهدى الشيطان سول لهم وأملى لهم,محمد
4571,509,47,26,ذلك بأنهم قالوا للذين كرهوا ما نزل الله سنطيعكم في بعض الأمر والله يعلم إسرارهم,محمد
4572,509,47,27,فكيف إذا توفتهم الملائكة يضربون وجوههم وأدبارهم,محمد
4573,509,47,28,ذلك بأنهم اتبعوا ما أسخط الله وكرهوا رضوانه فأحبط أعمالهم,محمد
4574,509,47,29,أم حسب الذين في قلوبهم مرض أن لن يخرج الله أضغانهم,محمد
